type:Bill,paymentCode:RF10203040,billNumber:CO20250501001,issuer:090800800,customer:067688302,amount:29.46,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203041,billNumber:CO20250501002,issuer:090800800,customer:067688303,amount:37.45,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203042,billNumber:CO20250501003,issuer:090800800,customer:067688304,amount:52.0,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203043,billNumber:CO20250501004,issuer:090800800,customer:067688307,amount:35.99,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203044,billNumber:CO20250501005,issuer:090800800,customer:067688306,amount:42.11,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203045,billNumber:VF20250415001,issuer:090800700,customer:067688302,amount:45.5,issueDate:2026-05-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203046,billNumber:VF20250415002,issuer:090800700,customer:067688303,amount:45.5,issueDate:2026-02-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203047,billNumber:VF20250415003,issuer:090800700,customer:067688304,amount:35.6,issueDate:2026-02-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203048,billNumber:VF20250415004,issuer:090800700,customer:067688307,amount:35.0,issueDate:2026-02-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203049,billNumber:NV20250425001,issuer:090800600,customer:067688306,amount:102.0,issueDate:2026-02-20,dueDate:2026-03-09,isPaid:false
type:Bill,paymentCode:RF10203050,billNumber:NV20250425002,issuer:090800600,customer:067688307,amount:37.8,issueDate:2026-02-20,dueDate:2026-03-09,isPaid:false
type:Bill,paymentCode:RF10203040,billNumber:CO20250501001,issuer:090800800,customer:067688302,amount:29.46,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203041,billNumber:CO20250501002,issuer:090800800,customer:067688303,amount:37.45,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203042,billNumber:CO20250501003,issuer:090800800,customer:067688304,amount:52.0,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203043,billNumber:CO20250501004,issuer:090800800,customer:067688307,amount:35.99,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203044,billNumber:CO20250501005,issuer:090800800,customer:067688306,amount:42.11,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203045,billNumber:VF20250415001,issuer:090800700,customer:067688302,amount:45.5,issueDate:2026-05-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203046,billNumber:VF20250415002,issuer:090800700,customer:067688303,amount:45.5,issueDate:2026-02-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203047,billNumber:VF20250415003,issuer:090800700,customer:067688304,amount:35.6,issueDate:2026-02-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203048,billNumber:VF20250415004,issuer:090800700,customer:067688307,amount:35.0,issueDate:2026-02-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203049,billNumber:NV20250425001,issuer:090800600,customer:067688306,amount:102.0,issueDate:2026-02-20,dueDate:2026-03-09,isPaid:false
type:Bill,paymentCode:RF10203050,billNumber:NV20250425002,issuer:090800600,customer:067688307,amount:37.8,issueDate:2026-02-20,dueDate:2026-03-09,isPaid:false
type:Bill,paymentCode:RF10203040,billNumber:CO20250501001,issuer:090800800,customer:067688302,amount:29.46,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203041,billNumber:CO20250501002,issuer:090800800,customer:067688303,amount:37.45,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203042,billNumber:CO20250501003,issuer:090800800,customer:067688304,amount:52.0,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203043,billNumber:CO20250501004,issuer:090800800,customer:067688307,amount:35.99,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203044,billNumber:CO20250501005,issuer:090800800,customer:067688306,amount:42.11,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203045,billNumber:VF20250415001,issuer:090800700,customer:067688302,amount:45.5,issueDate:2026-05-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203046,billNumber:VF20250415002,issuer:090800700,customer:067688303,amount:45.5,issueDate:2026-02-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203047,billNumber:VF20250415003,issuer:090800700,customer:067688304,amount:35.6,issueDate:2026-02-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203048,billNumber:VF20250415004,issuer:090800700,customer:067688307,amount:35.0,issueDate:2026-02-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203049,billNumber:NV20250425001,issuer:090800600,customer:067688306,amount:102.0,issueDate:2026-02-20,dueDate:2026-03-09,isPaid:false
type:Bill,paymentCode:RF10203050,billNumber:NV20250425002,issuer:090800600,customer:067688307,amount:37.8,issueDate:2026-02-20,dueDate:2026-03-09,isPaid:false
type:Bill,paymentCode:RF10203040,billNumber:CO20250501001,issuer:090800800,customer:067688302,amount:29.46,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203041,billNumber:CO20250501002,issuer:090800800,customer:067688303,amount:37.45,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203042,billNumber:CO20250501003,issuer:090800800,customer:067688304,amount:52.0,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203043,billNumber:CO20250501004,issuer:090800800,customer:067688307,amount:35.99,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203044,billNumber:CO20250501005,issuer:090800800,customer:067688306,amount:42.11,issueDate:2026-01-01,dueDate:2026-01-21,isPaid:false
type:Bill,paymentCode:RF10203045,billNumber:VF20250415001,issuer:090800700,customer:067688302,amount:45.5,issueDate:2026-05-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203046,billNumber:VF20250415002,issuer:090800700,customer:067688303,amount:45.5,issueDate:2026-02-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203047,billNumber:VF20250415003,issuer:090800700,customer:067688304,amount:35.6,issueDate:2026-02-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203048,billNumber:VF20250415004,issuer:090800700,customer:067688307,amount:35.0,issueDate:2026-02-05,dueDate:2026-02-25,isPaid:false
type:Bill,paymentCode:RF10203049,billNumber:NV20250425001,issuer:090800600,customer:067688306,amount:102.0,issueDate:2026-02-20,dueDate:2026-03-09,isPaid:false
type:Bill,paymentCode:RF10203050,billNumber:NV20250425002,issuer:090800600,customer:067688307,amount:37.8,issueDate:2026-02-20,dueDate:2026-03-09,isPaid:false
