type:Statement,timestamp:2026-01-03T15:52:55.131003800,transactionId:f4f79d85-691e-4b88-9ac9-89edf5b3cd69,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767448335457,reason:Monthly interest,amount:2.730487893220918,balanceAfter:1782.4234897247115,movementType:CREDIT
type:Statement,timestamp:2026-01-03T15:52:55.072309400,transactionId:17c2ac89-0162-431a-ae6b-200c3950e880,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767448335457,reason:Monthly interest,amount:2.726305069005456,balanceAfter:1779.6930018314906,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.669057100,transactionId:bdb0048a-8867-4f2f-b861-c96a770186ca,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:3.01329071711816,balanceAfter:1776.966696762485,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.643544200,transactionId:e715ad93-ba63-4054-91e0-c90558c221e1,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:2.911302088695895,balanceAfter:1773.9534060453668,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.635434200,transactionId:aa76c2e3-a6c2-4191-bc7b-7b34322073cf,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:3.003244090731183,balanceAfter:1771.0421039566709,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.626854400,transactionId:35f25e56-a87e-47de-8480-d5307756c0da,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:2.901595503062265,balanceAfter:1768.0388598659397,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.616314300,transactionId:a7d79638-daec-46c1-b4d3-6d72f176d4aa,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:2.9932309608472845,balanceAfter:1765.1372643628774,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.590740600,transactionId:b8e9e0e3-5d46-4c81-aad5-abd3526ea132,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:2.9881551903869,balanceAfter:1762.1440334020301,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.561987500,transactionId:89202c40-ec07-4e13-b7a4-9579247e4e98,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:2.887017305598976,balanceAfter:1759.1558782116433,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.540668,transactionId:871c7441-39f6-41c6-9c8d-be6eada6a847,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:2.9781923684747733,balanceAfter:1756.2688609060444,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.510641300,transactionId:4a23cd47-4e16-4ed9-abde-f6450d9e434a,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:2.8773916879719423,balanceAfter:1753.2906685375697,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.501965900,transactionId:26bef8fc-8a44-40f1-8fcf-efccd34d236c,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:2.9682627636528385,balanceAfter:1750.4132768495977,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.488410100,transactionId:60dab69d-b3fc-4b8a-a908-2bce7aa6ce3c,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:2.6769044969037346,balanceAfter:1747.4450140859449,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.471094100,transactionId:e2e0342d-2d82-46b4-9b8c-9cc4dd2fb74e,transactor:bank,accountIban:GR100202503111546004,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:2.7681095890410945,balanceAfter:1744.7681095890412,movementType:CREDIT
