type:Statement,timestamp:2026-01-03T15:52:55.136889800,transactionId:9c392bb6-55de-4036-a362-a9c3e9790216,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767448335457,reason:Maintenance fee,amount:10.0,balanceAfter:103357.18339854528,movementType:DEBIT
type:Statement,timestamp:2026-01-03T15:52:55.136889800,transactionId:65968f2d-cb10-4410-afc5-001fe0aef8be,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767448335457,reason:Monthly interest,amount:237.33991377317417,balanceAfter:103367.18339854528,movementType:CREDIT
type:Statement,timestamp:2026-01-03T15:52:55.085089200,transactionId:206d261a-9ba1-4f57-9af2-86d0271c1eca,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767448335457,reason:Maintenance fee,amount:10.0,balanceAfter:103129.84348477211,movementType:DEBIT
type:Statement,timestamp:2026-01-03T15:52:55.085089200,transactionId:a6176f43-eaa5-4062-af73-0173ca743960,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767448335457,reason:Monthly interest,amount:236.81792184345232,balanceAfter:103139.84348477211,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.673515100,transactionId:4a863ec7-81fc-4754-b43e-568e4a4734d1,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Maintenance fee,amount:10.0,balanceAfter:102903.02556292865,movementType:DEBIT
type:Statement,timestamp:2026-01-02T23:36:30.673515100,transactionId:6c4f05fb-567f-4c66-be8d-4a4a3a940ff0,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:261.55033414457307,balanceAfter:102913.02556292865,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.660113700,transactionId:389b5a59-c961-4fd2-afc9-f1823e7d0dee,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Maintenance fee,amount:10.0,balanceAfter:102651.47522878408,movementType:DEBIT
type:Statement,timestamp:2026-01-02T23:36:30.660113700,transactionId:a2f8abdd-cbe4-4633-8cd3-21252e49f030,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:252.51524379859435,balanceAfter:102661.47522878408,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.639223,transactionId:99df22f4-fa6c-4a37-ae62-91ad4dd2a930,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Maintenance fee,amount:10.0,balanceAfter:102408.95998498549,movementType:DEBIT
type:Statement,timestamp:2026-01-02T23:36:30.639223,transactionId:b183194b-c64e-4343-86c5-4d21726b0fd2,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:260.2946814583023,balanceAfter:102418.95998498549,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.632205400,transactionId:5797bf66-b4a6-4ee8-9a6b-c35626412335,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Maintenance fee,amount:10.0,balanceAfter:102158.66530352719,movementType:DEBIT
type:Statement,timestamp:2026-01-02T23:36:30.632205400,transactionId:b2295ae7-24d5-4c97-a928-9a19dfa4987b,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:251.30308492258675,balanceAfter:102168.66530352719,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.620935600,transactionId:c6025584-f4e4-4241-97bb-34a3781c5822,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Maintenance fee,amount:10.0,balanceAfter:101917.3622186046,movementType:DEBIT
type:Statement,timestamp:2026-01-02T23:36:30.620935600,transactionId:a3972088-3d86-463e-a50c-b74d3f53cf47,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:259.0453006402926,balanceAfter:101927.3622186046,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.595737500,transactionId:87f4e3bf-9565-4036-b7f2-f3b834550746,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Maintenance fee,amount:10.0,balanceAfter:101668.3169179643,movementType:DEBIT
type:Statement,timestamp:2026-01-02T23:36:30.595737500,transactionId:709bc1f2-e02d-4abc-9cae-6c3e1d3e9cd0,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:258.4123595597705,balanceAfter:101678.3169179643,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.572384400,transactionId:c9c43f30-5052-4dd9-b957-d8646601b60f,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Maintenance fee,amount:10.0,balanceAfter:101419.90455840452,movementType:DEBIT
type:Statement,timestamp:2026-01-02T23:36:30.572384400,transactionId:cc615092-796b-4782-b7fa-c35f0219e1eb,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:249.4859636582785,balanceAfter:101429.90455840452,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.549978700,transactionId:21c3c947-a87a-49e9-bc5c-03a20b44f123,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Maintenance fee,amount:10.0,balanceAfter:101180.41859474624,movementType:DEBIT
type:Statement,timestamp:2026-01-02T23:36:30.548976900,transactionId:9e0c43c8-b668-4012-9afc-a174975031b0,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:257.17238076439224,balanceAfter:101190.41859474624,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.516970100,transactionId:6df776d1-eb3a-4d30-9d8b-29d9c9ce0d4a,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Maintenance fee,amount:10.0,balanceAfter:100933.24621398185,movementType:DEBIT
type:Statement,timestamp:2026-01-02T23:36:30.515967,transactionId:6cb26be1-cba2-4d18-ba59-1f9da3ab4905,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:248.28893575453318,balanceAfter:100943.24621398185,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.505950,transactionId:deb5215a-37a6-4685-8ab3-e84fbd246558,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Maintenance fee,amount:10.0,balanceAfter:100694.95727822732,movementType:DEBIT
type:Statement,timestamp:2026-01-02T23:36:30.505950,transactionId:6528d531-1e44-4255-9c36-45236101c706,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:255.9385955476496,balanceAfter:100704.95727822732,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.493069400,transactionId:4f282024-d8d6-475c-aa87-d40482ffee06,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Maintenance fee,amount:10.0,balanceAfter:100449.01868267967,movementType:DEBIT
type:Statement,timestamp:2026-01-02T23:36:30.493069400,transactionId:bcc18ab7-e4ff-409c-9b08-f1a0c38d6fdd,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:230.66251829611556,balanceAfter:100459.01868267967,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.479018300,transactionId:ddb8f488-eece-40bb-be32-5263dd8f3345,transactor:dei,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Maintenance fee,amount:10.0,balanceAfter:100228.35616438356,movementType:DEBIT
type:Statement,timestamp:2026-01-02T23:36:30.479018300,transactionId:3d08829f-6f8d-4834-b634-82c4d51f8346,transactor:bank,accountIban:GR200202503131719403,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:238.35616438356152,balanceAfter:100238.35616438356,movementType:CREDIT
