type:Statement,timestamp:2026-01-03T15:52:55.125939300,transactionId:1d23ac95-0694-472b-a1bd-0ff172c9af98,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767448335457,reason:Monthly interest,amount:4.780704979519977,balanceAfter:3120.7759148452187,movementType:CREDIT
type:Statement,timestamp:2026-01-03T15:52:55.071268900,transactionId:4d94f21c-e13e-40eb-ae72-e0f6f8620ea4,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767448335457,reason:Monthly interest,amount:4.773381435399911,balanceAfter:3115.9952098656986,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.667967,transactionId:9034088b-34ca-4271-8af3-ff3a1b508f49,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:5.275853436974962,balanceAfter:3111.2218284302985,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.643544200,transactionId:64744de1-01d1-43b9-8fb3-7737b2577293,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:5.097285516947468,balanceAfter:3105.9459749933235,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.635434200,transactionId:c9b9dad1-9570-41fc-a4a5-1bccc7fde2d3,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:5.258263189856554,balanceAfter:3100.848689476376,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.626854400,transactionId:66a36f13-3c4b-4d07-9efd-7635e397a86c,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:5.0802906339494305,balanceAfter:3095.5904262865192,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.602277200,transactionId:f57428f4-794c-4612-b88c-bda6cc84d29a,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:5.240731590461663,balanceAfter:3090.5101356525697,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.588739800,transactionId:9b998cc3-d263-45e9-9f94-a72b13aeab08,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:5.231844621515526,balanceAfter:3085.269404062108,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.557987300,transactionId:f1d91913-39b5-4207-9caa-4700fdc03cfd,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:5.054766235405784,balanceAfter:3080.0375594405928,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.539670600,transactionId:aa92f0fc-a511-4dbb-ba86-7d16ca1028ee,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:5.214401104390394,balanceAfter:3074.982793205187,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.509297400,transactionId:e1051ad4-3427-4f1d-812e-2df0f5636111,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:5.037913116139165,balanceAfter:3069.7683921007965,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.501965900,transactionId:cd513ede-4eb2-4352-86da-8c565250e2e5,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:5.1970157457756345,balanceAfter:3064.7304789846576,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.488410100,transactionId:396c518e-a339-4c3f-8cae-c826837172e7,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:4.686887896415837,balanceAfter:3059.5334632388817,movementType:CREDIT
type:Statement,timestamp:2026-01-02T23:36:30.469541,transactionId:b0e984f3-dc93-4b20-a5bb-33bc46b2df8a,transactor:bank,accountIban:GR100202503111546003,counterpartyIban:GR2001767389774020,reason:Monthly interest,amount:4.846575342465752,balanceAfter:3054.8465753424657,movementType:CREDIT
